Pašvaldība;Pārbaudījums;Izsglītības iestādes nosaukums;Izglītības iestādes, kuras struktūrvienība ir iestāda nosaukums;Vidējais, %;Kārtotāju skaits;0-9%;10-19%;20-29%;30-39%;40-49%;50-59%;60-69%;70-79%;80-89%;90-100%
Rīga;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Rīgas Zolitūdes ģimnāzija;;50,0;9;;1;1;2;;1;2;1;1;
Rīga;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Rīgas Zolitūdes ģimnāzija;;51,1;73;;1;2;9;22;22;12;5;;
Rīga;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Rīgas Zolitūdes ģimnāzija;;59,8;12;;;;1;1;3;6;;1;
Rīga;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Rīgas Zolitūdes ģimnāzija;;66,4;28;;;1;2;1;6;6;4;4;4
Rīga;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Rīgas Zolitūdes ģimnāzija;;58,9;63;;1;2;7;10;19;5;6;8;5
Rīga;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);Rīgas Zolitūdes ģimnāzija;;44,6;7;;;1;2;1;1;2;;;
Rīga;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);RTU inženierzinātņu vidusskola;;89,3;3;;;;;;;;;1;2
Rīga;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);RTU inženierzinātņu vidusskola;;88,1;10;;;;;;;;;5;5
Rīga;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);RTU inženierzinātņu vidusskola;;64,0;2;;;;;;;2;;;
Rīga;Eksāmens fizikā (augstākais mācību satura apguves līmenis);RTU inženierzinātņu vidusskola;;75,9;17;;;;;;;2;10;4;1
Rīga;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);RTU inženierzinātņu vidusskola;;78,1;13;;;;;;1;2;2;6;2
Rīga;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);RTU inženierzinātņu vidusskola;;75,8;24;;;;;1;1;4;8;9;1
Rīga;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);RTU inženierzinātņu vidusskola;;88,0;24;;;;;;;1;1;10;12
Rīga;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);RTU inženierzinātņu vidusskola;;65,5;18;;;;;1;4;4;8;1;
Rīga;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);RTU Latvijas Jūras akadēmijas Jūrskola;;58,3;171;;2;12;17;34;21;22;34;25;4
Rīga;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);RTU Latvijas Jūras akadēmijas Jūrskola;;46,8;89;;1;7;25;19;20;13;4;;
Rīga;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);RTU Latvijas Jūras akadēmijas Jūrskola;;25,1;90;5;37;18;12;13;4;1;;;
Rīga;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Š. Dubnova Rīgas Ebreju vidusskola;;61,3;11;;;;;2;3;3;3;;
Rīga;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Š. Dubnova Rīgas Ebreju vidusskola;;41,5;2;;;;1;;1;;;;
Rīga;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Š. Dubnova Rīgas Ebreju vidusskola;;65,7;3;;;;1;;;;1;1;
Rīga;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Š. Dubnova Rīgas Ebreju vidusskola;;39,3;3;;;;1;2;;;;;
Rīga;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Š. Dubnova Rīgas Ebreju vidusskola;;35,0;2;;;1;;1;;;;;
Rīga;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Š. Dubnova Rīgas Ebreju vidusskola;;47,6;12;;;;4;4;1;2;1;;
Rīga;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Š. Dubnova Rīgas Ebreju vidusskola;;35,0;12;;2;2;3;3;2;;;;
Rīga;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Š. Dubnova Rīgas Ebreju vidusskola;;34,0;4;;;1;2;;1;;;;
Rīga;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""INTELEKTS""";;42,0;1;;;;;1;;;;;
Rīga;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);"Tālmācības vidusskola ""INTELEKTS""";;33,0;2;;;;2;;;;;;
Rīga;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);"Tālmācības vidusskola ""INTELEKTS""";;18,5;2;;2;;;;;;;;
Rīga;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""INTELEKTS""";;17,0;1;;1;;;;;;;;
Rīga;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas 1. vidusskola""";;53,2;169;;5;11;26;25;30;41;24;6;1
Rīga;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas 1. vidusskola""";;45,6;152;3;23;15;19;24;30;16;9;12;1
Rīga;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas 1. vidusskola""";;28,8;38;2;7;12;9;5;3;;;;
Rīga;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas 1. vidusskola""";;62,3;3;;;;;;1;1;1;;
Rīga;Eksāmens fizikā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas 1. vidusskola""";;15,4;9;2;4;3;;;;;;;
Rīga;Eksāmens ģeogrāfijā (augstākais mācību satura apguves līmenis;"Tālmācības vidusskola ""Rīgas 1. vidusskola""";;27,7;75;1;11;34;19;8;2;;;;
Rīga;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas 1. vidusskola""";;6,0;1;1;;;;;;;;;
Rīga;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas 1. vidusskola""";;42,0;197;4;12;34;43;35;36;22;8;3;
Rīga;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas 1. vidusskola""";;44,2;155;2;3;19;29;45;33;19;5;;
Rīga;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas 1. vidusskola""";;17,1;324;99;138;45;19;11;7;3;1;1;
Rīga;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas 1. vidusskola""";;32,7;104;1;17;26;28;21;8;3;;;
Rīga;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas 1. vidusskola""";;30,6;24;;3;9;7;5;;;;;
Rīga;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas Komercskola""";;70,6;48;;;;;2;8;9;18;11;
Rīga;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas Komercskola""";;56,1;11;;;1;1;3;1;1;2;2;
Rīga;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas Komercskola""";;37,7;6;;;1;3;1;1;;;;
Rīga;Eksāmens fizikā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas Komercskola""";;36,0;2;;;1;;1;;;;;
Rīga;Eksāmens ģeogrāfijā (augstākais mācību satura apguves līmenis;"Tālmācības vidusskola ""Rīgas Komercskola""";;60,0;2;;;;;;;2;;;
Rīga;Eksāmens krievu valodā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas Komercskola""";;68,3;6;;;;;2;;;2;2;
Rīga;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas Komercskola""";;32,5;2;;;1;;1;;;;;
Rīga;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas Komercskola""";;56,0;33;;;2;1;7;8;10;4;1;
Rīga;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas Komercskola""";;55,7;30;;;;3;6;7;12;2;;
Rīga;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas Komercskola""";;47,6;14;;2;1;4;2;;;2;3;
Rīga;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas Komercskola""";;22,8;44;5;16;15;3;4;;1;;;
Rīga;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas Komercskola""";;13,0;1;;1;;;;;;;;
Rīga;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas Komercskola""";;43,9;8;;;2;3;;;3;;;
Rīga;Eksāmens vācu valodā (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas Komercskola""";;90,0;1;;;;;;;;;;1
Rīga;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);"Tālmācības vidusskola ""Rīgas Komercskola""";;47,0;2;;;;;2;;;;;
Rīga;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Torņakalna Privātā vidusskola;;65,0;3;;;;;1;;;2;;
Rīga;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Torņakalna Privātā vidusskola;;21,0;1;;;1;;;;;;;
Rīga;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Torņakalna Privātā vidusskola;;64,0;3;;;;;1;;1;1;;
Rīga;Eksāmens krievu valodā (augstākais mācību satura apguves līmenis);Torņakalna Privātā vidusskola;;56,0;1;;;;;;1;;;;
Rīga;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Torņakalna Privātā vidusskola;;49,0;3;;;;1;1;;1;;;
Rīga;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Torņakalna Privātā vidusskola;;30,0;1;;;;1;;;;;;
Rīga;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Torņakalna Privātā vidusskola;;15,0;4;1;2;1;;;;;;;
Rīga;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""";;45,5;269;8;39;43;26;29;35;35;32;19;3
Rīga;Eksāmens angļu valodā (profesionālās vidējās izglītības programmās 4. kurss);"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""";;37,0;1;;;;1;;;;;;
Rīga;Eksāmens bioloģijā (profesionālās vidējās izglītības programmās 4. kurss);"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""";;30,0;1;;;;1;;;;;;
Rīga;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""";;40,3;270;6;14;45;61;64;58;16;6;;
Rīga;Eksāmens latviešu valodā (profesionālās vidējās izglītības programmās 4. kurss);"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""";;12,4;5;3;1;;1;;;;;;
Rīga;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""";;18,0;44;11;13;15;2;2;1;;;;
Rīga;Eksāmens matemātikā (profesionālās vidējās izglītības programmās 4. kurss);"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""";;13,6;14;7;5;;2;;;;;;
Rīga;Eksāmens matemātikā (vispārīgais mācību satura apguves līmenis);"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""";;28,4;261;25;67;70;33;28;23;9;4;1;1
Rīga;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Ziemeļvalstu ģimnāzija;;76,2;34;;;;;1;1;9;7;14;2
Rīga;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Ziemeļvalstu ģimnāzija;;57,9;10;;;;1;2;3;2;1;;1
Rīga;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Ziemeļvalstu ģimnāzija;;48,7;16;;;1;3;4;4;4;;;
Rīga;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Ziemeļvalstu ģimnāzija;;45,5;21;;;;7;8;4;1;1;;
Rīga;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Ziemeļvalstu ģimnāzija;;58,2;29;;;;;7;7;11;3;;1
Rīga;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Ziemeļvalstu ģimnāzija;;59,0;7;;;;;;4;2;1;;
Rīga;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Ziemeļvalstu ģimnāzija;;46,3;40;;;7;9;9;6;4;1;4;
Rīga;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Ziemeļvalstu ģimnāzija;;50,8;4;;;;;2;2;;;;
Ropažu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Ropažu vidusskola;;68,7;7;;;;;;2;2;1;2;
Ropažu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Ropažu vidusskola;;55,0;4;;;;1;;2;;1;;
Ropažu novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Ropažu vidusskola;;46,5;4;;;;1;2;1;;;;
Ropažu novads;Eksāmens ģeogrāfijā (augstākais mācību satura apguves līmenis;Ropažu vidusskola;;52,0;1;;;;;;1;;;;
Ropažu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Ropažu vidusskola;;61,2;10;;;;;1;3;4;2;;
Ropažu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Ropažu vidusskola;;46,4;10;;;1;2;5;;;2;;
Ropažu novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Ropažu vidusskola;;44,4;8;;;;3;3;1;1;;;
Ropažu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Ulbrokas vidusskola;;57,2;9;;;;;2;4;2;;1;
Ropažu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Ulbrokas vidusskola;;72,8;31;;;;2;2;4;3;5;7;8
Ropažu novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Ulbrokas vidusskola;;44,2;6;;;;2;2;2;;;;
Ropažu novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Ulbrokas vidusskola;;30,2;6;;;4;1;1;;;;;
Ropažu novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Ulbrokas vidusskola;;36,0;1;;;;1;;;;;;
Ropažu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Ulbrokas vidusskola;;62,0;31;;1;;2;2;6;10;4;6;
Ropažu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Ulbrokas vidusskola;;56,8;5;;;;;1;3;1;;;
Ropažu novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Ulbrokas vidusskola;;45,9;8;;1;;2;2;2;1;;;
Ropažu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Ulbrokas vidusskola;;40,4;31;;6;6;4;6;4;2;1;1;1
Ropažu novads;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);Ulbrokas vidusskola;;56,5;2;;;;1;;;;1;;
Ropažu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Vangažu vidusskola;;31,7;16;1;1;5;6;2;;;1;;
Salaspils novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""";;64,6;34;;;;1;4;7;9;8;5;
Salaspils novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""";;56,3;11;;;;1;3;3;2;1;1;
Salaspils novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""";;52,4;7;;;;;3;3;;1;;
Salaspils novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""";;67,8;9;;;;;;2;4;2;1;
Salaspils novads;Eksāmens krievu valodā (augstākais mācību satura apguves līmenis);"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""";;79,4;22;;;;;;;1;11;8;2
Salaspils novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""";;57,9;44;;;1;3;8;11;11;10;;
Salaspils novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""";;48,0;1;;;;;1;;;;;
Salaspils novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""";;54,3;3;;;;;;3;;;;
Salaspils novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""";;43,0;42;1;3;8;10;5;5;7;1;1;1
Salaspils novads;Eksāmens programmēšanā (augstākais mācību satura apguves līmenis);"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""";;50,3;7;;;1;1;;3;1;1;;
Salaspils novads;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""";;41,1;7;;;2;1;;4;;;;
Saldus novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Brocēnu vidusskola;;61,4;18;;;;1;2;7;2;4;2;
Saldus novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Brocēnu vidusskola;;72,5;17;;;;1;1;2;;8;3;2
Saldus novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Brocēnu vidusskola;;61,4;8;;;;;2;2;1;2;1;
Saldus novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Brocēnu vidusskola;;32,8;6;;;2;3;1;;;;;
Saldus novads;Eksāmens krievu valodā (augstākais mācību satura apguves līmenis);Brocēnu vidusskola;;82,0;1;;;;;;;;;1;
Saldus novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Brocēnu vidusskola;;58,4;5;;;;1;;1;2;1;;
Saldus novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Brocēnu vidusskola;;63,4;18;;;;1;1;6;2;7;;1
Saldus novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Brocēnu vidusskola;;46,7;11;;2;;1;4;1;2;1;;
Saldus novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Brocēnu vidusskola;;39,2;17;;;7;5;1;2;1;;;1
Saldus novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Brocēnu vidusskola;;44,1;7;;;;3;2;2;;;;
Saldus novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Druvas vidusskola;;85,5;6;;;;;;;;1;3;2
Saldus novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Druvas vidusskola;;78,3;24;;1;;;1;1;3;3;9;6
Saldus novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Druvas vidusskola;;52,3;3;;;;;1;1;1;;;
Saldus novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Druvas vidusskola;;72,1;7;;;;;;;3;2;2;
Saldus novads;Eksāmens fizikā (augstākais mācību satura apguves līmenis);Druvas vidusskola;;51,0;3;;;;;1;2;;;;
Saldus novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Druvas vidusskola;;58,9;17;;;;;2;8;3;3;1;
Saldus novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Druvas vidusskola;;75,2;11;;;;;;;;10;1;
Saldus novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Druvas vidusskola;;81,4;15;;;;;;;1;5;7;2
Saldus novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Druvas vidusskola;;65,8;4;;;;;;1;1;2;;
Saldus novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Druvas vidusskola;;44,1;25;1;1;6;6;2;4;1;1;2;1
Saldus novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Nīgrandes pagasta Kalnu vidusskola;;48,7;6;;;1;2;1;;1;;1;
Saldus novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Nīgrandes pagasta Kalnu vidusskola;;55,0;2;;;;;1;;1;;;
Saldus novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Nīgrandes pagasta Kalnu vidusskola;;25,1;7;;2;2;3;;;;;;
Saldus novads;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);Nīgrandes pagasta Kalnu vidusskola;;41,2;6;;;1;2;1;2;;;;
Saldus novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Saldus tehnikums;;55,8;137;;10;10;20;18;13;18;20;22;6
Saldus novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Saldus tehnikums;;44,3;142;;3;12;37;47;26;12;5;;
Saldus novads;Eksāmens latviešu valodā (profesionālās vidējās izglītības programmās 4. kurss);Saldus tehnikums;;71,0;1;;;;;;;;1;;
Saldus novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Saldus tehnikums;;22,9;112;16;42;26;12;6;7;2;1;;
Saldus novads;Eksāmens matemātikā (profesionālās vidējās izglītības programmās 4. kurss);Saldus tehnikums;;24,0;1;;;1;;;;;;;
Saldus novads;Eksāmens matemātikā (vispārīgais mācību satura apguves līmenis);Saldus tehnikums;;30,2;26;2;6;4;9;2;1;1;1;;
Saldus novads;Eksāmens vācu valodā (optimālais mācību satura apguves līmenis);Saldus tehnikums;;30,0;1;;;;1;;;;;;
Saldus novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Saldus vidusskola;;75,7;23;;;1;1;1;;3;4;6;7
Saldus novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Saldus vidusskola;;56,0;17;;;;1;2;9;3;2;;
Saldus novads;Eksāmens ķīmijā (augstākais mācību satura apguves līmenis);Saldus vidusskola;;43,6;5;;;;2;2;1;;;;
Saldus novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Saldus vidusskola;;75,4;14;;;;;;;4;6;4;
Saldus novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Saldus vidusskola;;68,0;21;;;;1;;1;11;3;5;
Saldus novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Saldus vidusskola;;70,0;2;;;;;;;1;1;;
Saldus novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Saldus vidusskola;;50,9;34;;1;4;6;8;3;4;5;2;1
Saldus novads;Eksāmens sociālajās zinātnēs (augstākais mācību satura apguves līmenis);Saldus vidusskola;;53,1;11;;;;;4;4;3;;;
Saulkrastu novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Saulkrastu novada vidusskola;;64,0;8;;;;;1;3;2;;2;
Saulkrastu novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Saulkrastu novada vidusskola;;64,6;15;;;1;;1;2;6;3;2;
Saulkrastu novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Saulkrastu novada vidusskola;;50,6;15;1;;1;2;3;1;4;3;;
Saulkrastu novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Saulkrastu novada vidusskola;;56,8;6;;;;;2;2;1;1;;
Saulkrastu novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Saulkrastu novada vidusskola;;46,0;2;;;;1;;1;;;;
Saulkrastu novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Saulkrastu novada vidusskola;;33,6;16;;5;5;1;1;1;1;2;;
Siguldas novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Krimuldas vidusskola;;64,8;4;;;;;;1;2;1;;
Siguldas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Krimuldas vidusskola;;74,1;12;;;;;1;2;2;1;5;1
Siguldas novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Krimuldas vidusskola;;30,0;1;;;;1;;;;;;
Siguldas novads;Eksāmens dizainā un tehnoloģijās (augstākais mācību satura apguves līmenis);Krimuldas vidusskola;;59,4;7;;;;;1;2;3;1;;
Siguldas novads;Eksāmens kultūrā un mākslā (augstākais mācību satura apguves līmenis);Krimuldas vidusskola;;47,0;3;;;;1;1;1;;;;
Siguldas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Krimuldas vidusskola;;63,9;7;;;;;;2;3;2;;
Siguldas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Krimuldas vidusskola;;28,9;7;;2;3;1;;1;;;;
Siguldas novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Mālpils vidusskola;;70,8;12;;;;;2;;1;5;4;
Siguldas novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Mālpils vidusskola;;43,3;3;;;;1;1;1;;;;
Siguldas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Mālpils vidusskola;;46,8;4;;;1;1;;;2;;;
Siguldas novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Mālpils vidusskola;;65,6;10;;;;1;;1;5;;3;
Siguldas novads;Eksāmens matemātikā (augstākais mācību satura apguves līmenis);Mālpils vidusskola;;49,0;1;;;;;1;;;;;
Siguldas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Mālpils vidusskola;;36,7;15;1;4;2;1;3;2;;;;2
Siguldas novads;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);Mālpils vidusskola;;54,0;1;;;;;;1;;;;
Siguldas novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Murjāņu sporta ģimnāzija;;59,9;25;;;;2;5;6;4;6;2;
Siguldas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Murjāņu sporta ģimnāzija;;63,7;24;;;1;;2;7;5;3;6;
Siguldas novads;Eksāmens bioloģijā (augstākais mācību satura apguves līmenis);Murjāņu sporta ģimnāzija;;52,0;1;;;;;;1;;;;
Siguldas novads;Eksāmens latviešu valodā (optimālais mācību satura apguves līmenis);Murjāņu sporta ģimnāzija;;51,6;27;;;1;3;8;7;7;1;;
Siguldas novads;Eksāmens latviešu valodā un literatūrā (augstākais mācību satura apguves līmenis);Murjāņu sporta ģimnāzija;;51,4;16;;;1;1;4;5;5;;;
Siguldas novads;Eksāmens matemātikā (optimālais mācību satura apguves līmenis);Murjāņu sporta ģimnāzija;;24,0;27;1;11;11;;2;1;1;;;
Siguldas novads;Eksāmens vēsturē (augstākais mācību satura apguves līmenis);Murjāņu sporta ģimnāzija;;29,2;9;;;6;2;1;;;;;
Siguldas novads;Eksāmens angļu valodā (augstākais mācību satura apguves līmenis);Siguldas pilsētas vidusskola;;63,0;21;;;;1;4;2;7;3;2;2
Siguldas novads;Eksāmens angļu valodā (optimālais mācību satura apguves līmenis);Siguldas pilsētas vidusskola;;64,9;66;;1;4;4;6;7;10;18;10;6
